cores/total,cores/performance,cores/threads,clocks/performance/base,clocks/performance/boost,cache/l2,cache/l3,specifications/integratedGraphics/model,specifications/memory/maxSupport,specifications/tdp,specifications/eccSupport,specifications/includesCooler,specifications/packaging,specifications/lithography,specifications/simultaneousMultithreading,metadata/name,metadata/manufacturer,metadata/series,series,microarchitecture,coreFamily,socket,specifications/memory/types/0,metadata/part_numbers/1,clocks/efficiency/base,clocks/efficiency/boost,specifications/memory/types/1,cores/efficiency,cache/l1,specifications/integratedGraphics/baseClock,specifications/integratedGraphics/boostClock,specifications/integratedGraphics/shaderCount,specifications/memory/channels,metadata/releaseYear,general_product_information/bestbuy_sku,metadata/part_numbers/2,metadata/variant,metadata/last_manually_spec_verified_at,metadata/vendor,metadata/part_numbers/3,metadata/part_numbers/4
10,10,20,2.2,3.1,5,25,None,1536,85,TRUE,FALSE,Boxed,14 nm,TRUE,Intel Xeon E5 2630 V4 2.2 GHz 10-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Broadwell,Broadwell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
8,8,16,3.8,4.8,4,32,None,128,105,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 7 5800XT 3.8 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 3,Vermeer,AM4,DDR4,AMD Ryzen・・｢ 7 5800XT,,,,,,,,,,,6589129,,,,,,
10,,16,2.5,4.7,5,20,Intel UHD Graphics 730,192,65,TRUE,TRUE,Boxed,7 nm,TRUE,Intel Core i5 14400 2.5 GHz 10-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,14400,1.8,3.5,DDR4,,,,,,,,,,,,,,
4,4,8,3.2,4,1,8,Intel HD Graphics 4000,0,65,FALSE,TRUE,Boxed,22 nm,TRUE,Intel Core i7 4790S 3.2 GHz 4-Core LGA1150,Intel,Intel Core i7,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
4,4,8,3.7,4.4,1,6,None,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i3 10105F 3.7 GHz 4-Core LGA1200,Intel,Intel Core i3,Intel Core i3,Comet Lake,Comet Lake,LGA 1200,,5091902,,,,,,,,,,,,,,,,,
4,4,4,3.6,4,2,4,AMD Radeon Vega 8,64,65,FALSE,FALSE,OEM/Tray,12 nm,FALSE,AMD Ryzen 3 3200G 3.6 GHz 4-Core AM4 OEM/Tray,AMD,AMD Ryzen 3,AMD Ryzen 3,Zen+,Picasso,AM4,DDR4,,,,,,,,,,,,,,,,,,
8,8,16,3.7,5,2,16,Intel HD Graphics P630,128,95,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E 2288G 3.7 GHz 8-Core LGA1151 (OEM/Tray),Intel,Intel Xeon E,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
18,18,36,2.3,3.6,5,45,None,1536,145,TRUE,FALSE,Boxed,14 nm,TRUE,Intel Xeon E5 2697 V4 2.3 GHz 18-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Broadwell,Broadwell-EP,LGA 2011-3,,SR2JV,,,,,,,,,,,,,,,,,
4,4,8,3.8,4.7,1,8,Intel HD Graphics P630,64,71,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E 2174G 3.8 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.2,3.4,2,8,None,0,65,FALSE,TRUE,Boxed,14 nm,TRUE,AMD Ryzen 5 1400 3.2 GHz 4-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen,Summit Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
24,,48,4.2,5.4,24,128,,,350,TRUE,FALSE,Boxed,"TSMC 4nm FinFET, TSMC 6nm FinFET",TRUE,AMD Ryzen Threadripper PRO 9965WX,AMD,AMD Ryzen Threadripper PRO 9000 WX-Series,AMD Ryzen Threadripper PRO 9000 WX-Series,Zen 5,Shimada Peak,sTR5,DDR5,100-100000724WOF,,,,,,,,,8,,,, PRO 9965WX,,,,
12,12,24,3,3.5,3,30,None,1536,160,TRUE,FALSE,Boxed,14 nm,TRUE,Intel Xeon E5 2687W V4 3 GHz 12-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Broadwell,Broadwell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
14,,20,2.7,5,5,24,Intel UHD Graphics 770,192,65,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i5 13600 2.7 GHz 14-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Raptor Lake,Raptor Lake,LGA 1700,DDR5,,2,3.7,DDR4,,,,,,,,,,,,,,
12,12,24,4.4,5.6,12,64,AMD Radeon,192,120,TRUE,FALSE,Boxed,4 nm,TRUE,AMD Ryzen 9 9900X 4.4 GHz 12-Core AM5,AMD,AMD Ryzen 9,AMD Ryzen 9,Zen 5,Granite Ridge,AM5,DDR5,AMD Ryzen・・｢ 9 9900X,,,,,,,,,,,6589135,,,,,,
6,6,12,4.2,4.7,6,16,None,256,65,FALSE,TRUE,Boxed,4 nm,TRUE,AMD Ryzen 5 8400F 4.2 GHz 6-Core AM5,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 4,Phoenix 2,AM5,DDR5,Ryzen・・｢ 5 8400F,,,,,,,,,,,,AMD Ryzen・・｢ 5 8400F,,,,,
4,4,4,3.1,3.7,1,6,Intel UHD Graphics 630,64,35,TRUE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i3 9100T OEM/Tray 3.1 GHz 4-Core LGA1151,Intel,Intel Core i3,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,3.6,4.6,3,16,AMD Radeon Vega 7,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 5 5600GT 3.6 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 3,Cezanne,AM4,DDR4,AMD Ryzen・・｢ 5 5600GT,,,,,,,,,,,,Ryzen 5 5600GT,,,,,
4,4,8,4.3,4.5,1,8,None,64,112,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 7740X 4.3 GHz 4-Core LGA2066,Intel,Intel Core i7,Intel Core i7,Kaby Lake,Kaby Lake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
4,4,4,3.3,3.9,1,6,Intel HD Graphics 530,64,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 6600 3.3 GHz Quad-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Skylake,Skylake-S,LGA 1151,,BX80662I56600,,,,,,,,,,,,,,,,,
10,,16,2.5,4.6,5,20,Intel UHD Graphics 730,192,65,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i5 13400 2.5 GHz 10-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Raptor Lake,Raptor Lake,LGA 1700,DDR5,,1.8,3.3,DDR4,,,,,,,,6530250,,,,,,
10,10,20,2.8,3.6,5,25,None,0,115,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2680 V2 2.8 GHz 10-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,INT-BX80635E52680V2,,,,,,,,,,,,,,,,,
14,14,28,3.3,4.4,14,25,None,128,165,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9 9940X 3.3 GHz 14-Core LGA2066 OEM/Tray,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
8,8,8,3.3,4.3,8,8,None,0,95,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX FX 8370E 3.3 GHz 8-Core AM3+ OEM/Tray,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
16,16,32,3.5,4.4,8,32,None,1024,180,TRUE,FALSE,Boxed,12 nm,TRUE,AMD Threadripper 2950X 3.5 GHz 16-Core sTR4,AMD,AMD Threadripper,AMD Threadripper,Zen+,Colfax,TR4,,,,,,,,,,,,,,,,,,,
8,8,8,3.2,4,8,8,None,0,95,TRUE,TRUE,Boxed,32 nm,FALSE,AMD FX 8320E 3.2 GHz 8-Core AM3+,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,B960925,,,,,,,,,,,,,,,,,
10,10,20,1.7,2.1,5,25,None,0,70,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2650L V2 1.7 GHz 10-Core LGA2011 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
10,10,20,3.6,5.2,5,20,Intel UHD Graphics 630,128,125,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9 10850K 3.6 GHz 10-Core LGA1200,Intel,Intel Core i9,Intel Core i9,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,,,,,,,
4,4,4,2.8,3.3,1,6,Intel HD Graphics 2500,0,65,FALSE,TRUE,Boxed,22 nm,FALSE,Intel Core i5 3340S 2.8 GHz 4-Core LGA1155,Intel,Intel Core i5,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA 1155,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.7,1,15,None,0,135,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2637 V3 OEM/Tray 3.5 GHz 4-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,4.1,1,6,Intel HD Graphics 630,64,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 7600 3.5 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.6,4,1,8,Intel HD Graphics 4600,0,84,FALSE,FALSE,OEM/Tray,22 nm,TRUE,Intel Core i7 4790 3.6 GHz 4-Core LGA1150 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
4,4,4,3,3.5,1,8,None,64,80,TRUE,TRUE,Boxed,14 nm,FALSE,Intel Xeon E3 1220 V5 3 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.7,4,4,0,AMD Radeon R7 (on-die),0,95,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A10 A10-7850K 3.7 GHz 4-Core FM2+,AMD,AMD A10,AMD A10,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
2,2,2,3.7,4,1,0,AMD Radeon R5 (on-die),0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A 6 7470K 3.7 GHz 2-Core FM2+,AMD,AMD A6,AMD A6,Steamroller,Godavari,FM2+,,,,,,,,,,,,,,,,,,,
4,4,4,2.4,3,1,6,Intel HD Graphics 630,64,35,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 7400T 2.4 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.8,4.6,1,8,Intel UHD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i3 10320 3.8 GHz 4-Core LGA1200,Intel,Intel Core i3,Intel Core i3,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,,,,,,,
6,6,12,4.1,4.7,6,96,AMD Radeon,128,65,TRUE,FALSE,Boxed,5 nm,TRUE,AMD Ryzen 5 7600X3D 4.1 GHz 6-Core AM5,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
8,8,16,3.2,3.6,2,20,None,0,135,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2667 V3 3.2 GHz 8-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,4,4,4.2,1,6,None,64,112,FALSE,FALSE,Boxed,14 nm,FALSE,Intel Core i5 7640X 4 GHz 4-Core LGA2066,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,4.1,1,6,Intel HD Graphics 630,64,65,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 7600 3.5 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
12,12,24,2.6,3.3,3,30,None,0,120,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2685 V3 2.6 GHz 12-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,4,2.7,3.3,1,6,Intel HD Graphics 630,64,35,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 7500T 2.7 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,3.7,4.7,5,12,Intel HD Graphics P630,64,80,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E 2176G 3.7 GHz 6-Core LGA1151,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,3.8,5.1,2,16,Intel UHD Graphics 630,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 10700K 3.8 GHz 8-Core LGA1200,Intel,Intel Core i7,Intel Core i7,Comet Lake,Comet Lake,LGA 1200,,i7-10700K,,,,,,,,,,,6411488,,,,,,
8,8,16,1.8,2.9,2,20,None,0,55,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2630L V3 OEM/Tray 1.8 GHz 8-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
2,2,4,3.5,0,512,4,AMD Radeon Vega 3,,35,FALSE,TRUE,,14 nm,TRUE,AMD Athlon 3000G,AMD,,Athlon,Zen,,AM4,DDR4,YD220GC6FBBOX,,,,0,,1.1,,192,,2019,,,,,AMD,,
8,8,8,4.4,4.7,8,8,None,0,220,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX 9370 4.4 GHz 8-Core AM3+ OEM/Tray,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
8,8,16,3.6,4,4,16,None,0,95,FALSE,TRUE,Boxed,14 nm,TRUE,AMD Ryzen 7 1800X 3.6 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen,Summit Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
6,6,12,3.5,3.7,5,15,None,64,140,FALSE,FALSE,Boxed,22 nm,TRUE,Intel Core i7 5930K 3.5 GHz 6-Core LGA2011-3,Intel,Intel Core i7,Intel Core i7,Haswell,Haswell-E,LGA 2011-3,,,,,,,,,,,,,,,,,,,
6,6,6,2.9,4.1,5,9,Intel UHD Graphics 630,128,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 9400 2.9 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.9,1,8,Intel HD Graphics P530,64,80,TRUE,TRUE,Boxed,14 nm,TRUE,Intel Xeon E3 1245 V5 3.5 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,3.6,4.2,3,16,None,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 5 5500 3.6 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 3,Cezanne,AM4,DDR4,AMD Ryzen 5 5500,,,,,,,,,,,6510779,,,,,,
8,8,16,3.1,5,2,16,Intel UHD Graphics 630,128,65,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9 9900 3.1 GHz 8-Core LGA1151 OEM/Tray,Intel,Intel Core i9,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,BX80684I99900,,,,,,,,,,,,,,,,,
2,2,2,3.7,3.9,1,0,AMD Radeon HD 8370D,0,65,FALSE,TRUE,Boxed,32 nm,FALSE,AMD A-Series A4 6300 3.7 GHz 2-Core FM2,AMD,AMD A4,AMD A4,Piledriver,Richland,FM2,,,,,,,,,,,,,,,,,,,
8,8,16,3.9,4.7,4,32,None,128,105,FALSE,FALSE,Boxed,7 nm,TRUE,AMD Ryzen 7 3800XT 3.9 GHz 8-Core,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 2,Matisse,AM4,DDR4,,,,,,,,,,,,,,,,,,
4,4,4,3.1,3.3,1,6,Intel HD Graphics 2500,0,77,FALSE,TRUE,Boxed,22 nm,FALSE,Intel Core i5 3340 3.1 GHz 4-Core LGA1155,Intel,Intel Core i5,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA 1155,,,,,,,,,,,,,,,,,,,
12,12,24,4.4,5.6,12,128,AMD Radeon,0,120,TRUE,FALSE,Boxed,5 nm,TRUE,AMD EPYC 4484PX 4.4 GHz 12-Core AM5,AMD,AMD EPYC,AMD EPYC,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
4,4,4,3.3,3.7,1,8,Intel HD Graphics P530,64,80,TRUE,TRUE,Boxed,14 nm,FALSE,Intel Xeon E3 1225 V5 3.3 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
2,2,2,3.5,3.8,1,0,AMD Radeon R5 (on-die),0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A6 7480 3.5 GHz 2-Core FM2+,AMD,AMD A6,AMD A6,Puma+,Carrizo,FM2+,,,,,,,,,,,,,,,,,,,
6,6,12,3.8,5.1,6,32,AMD Radeon,0,65,TRUE,FALSE,Boxed,5 nm,TRUE,AMD EPYC EPYC 4244P 3.8 GHz 6-Core AM5,AMD,AMD EPYC,AMD EPYC,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
6,6,6,1.7,3.3,5,9,Intel UHD Graphics 630,128,35,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 8400T 1.7 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
12,12,24,2.3,3.1,3,30,None,0,120,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2670 V3 2.3 GHz 12-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,BX80644E52670V3,,,,,,,,,,,,,,,,,
8,8,8,3,4.7,2,12,Intel HD Graphics 630,128,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i7 9700 3 GHz 8-Core LGA1151 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,2.2,3,2,20,None,0,95,TRUE,FALSE,OEM/Tray,32 nm,TRUE,Intel Xeon E5 2660 2.2 GHz 8-Core LGA2011 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
6,6,12,3.7,4,5,15,None,0,130,TRUE,TRUE,Boxed,22 nm,TRUE,Intel Xeon E5 1660 V2 3.7 GHz 6-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,INT-BX80635E51660V2,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.7,2,4,AMD Radeon Vega 8,0,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,AMD Ryzen 3 2200G 3.5 GHz 4-Core AM4,AMD,AMD Ryzen 3,AMD Ryzen 3,Zen,Raven Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
10,,16,3.7,4.9,5,20,Intel UHD Graphics 770,128,125,FALSE,FALSE,Boxed,10 nm,TRUE,Intel Core i5 12600K 3.7 GHz 10-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Alder Lake,Alder Lake,LGA 1700,DDR5,,2.8,3.6,DDR4,,,,,,,,6483676,,,,,,
4,4,4,2.8,3.3,1,6,Intel HD Graphics 4600,0,65,FALSE,TRUE,Boxed,22 nm,FALSE,Intel Core i5 4440S 2.8 GHz 4-Core LGA1150,Intel,Intel Core i5,Intel Core i5,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
14,14,28,3.1,4.4,14,25,None,128,165,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9 7940X 3.1 GHz 14-Core LGA2066 OEM/Tray,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
4,4,8,3.4,3.8,1,8,None,64,80,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E3 1230 V5 3.4 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.8,4.2,1,6,Intel HD Graphics 630,64,91,FALSE,FALSE,Boxed,14 nm,FALSE,Intel Core i5 7600K 3.8 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,4.5,5.4,8,32,AMD Radeon,0,105,TRUE,FALSE,Boxed,5 nm,TRUE,AMD EPYC EPYC 4364P 4.5 GHz 8-Core AM5,AMD,AMD EPYC,AMD EPYC,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
24,,32,2,5.6,32,36,None,192,65,TRUE,TRUE,Boxed,10 nm,TRUE,Intel Core i9 13900F 2.0 GHz 24-Core LGA1700,Intel,Intel Core i9,Intel Core i9,Raptor Lake,Raptor Lake,LGA 1700,DDR5,,2.2,4.2,DDR4,,,,,,,,,,,,,,
4,4,8,3.6,4,1,8,Intel HD Graphics P530,64,80,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E3 1275 V5 3.6 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,2.6,3.3,2,20,None,0,115,TRUE,FALSE,Boxed,32 nm,TRUE,Intel Xeon E5 2670 2.6 GHz 8-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
4,4,8,3.4,4,1,8,Intel HD Graphics 530,64,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i7 6700 3.4 GHz 4-Core LGA1151,Intel,Intel Core i7,Intel Core i7,Skylake,Skylake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.1,3.8,4,0,AMD Radeon R7 (on-die),0,65,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD A 8 7600 3.1 GHz 4-Core FM2+ OEM/Tray,AMD,AMD A8,AMD A8,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
24,24,48,3,4.2,12,64,None,1024,250,TRUE,FALSE,Boxed,12 nm,TRUE,AMD Threadripper 2970WX 3 GHz 24-Core sTR4,AMD,AMD Threadripper,AMD Threadripper,Zen+,Colfax,TR4,,116960,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.9,1,6,Intel HD Graphics 4600,0,84,FALSE,TRUE,Boxed,22 nm,FALSE,Intel Core i5 4690 3.5 GHz 4-Core LGA1150,Intel,Intel Core i5,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
6,6,6,2.8,4,5,9,Intel UHD Graphics 630,128,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 8400 2.8 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
20,,28,2.1,5.4,28,33,None,192,65,TRUE,TRUE,Boxed,7 nm,TRUE,Intel Core i7 14700F 2.1 GHz 20-Core LGA1700,Intel,Intel Core i7,Intel Core i7,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,,1.5,4.2,DDR4,,,,,,,,,,,,,,
16,0,32,3.5,4.4,8,32,None,0,180,FALSE,FALSE,Boxed,12 nm,TRUE,Ryzen Threadripper 2950X,,,Ryzen Threadripper,Zen+,Colfax,TR4,DDR4,YD295XA8AFWOF,0,0,,0,96 KB (per core),0,0,0,4,2018,,,,,,,
10,,10,3.3,4.9,22,20,Intel Xe Graphics,256,65,FALSE,TRUE,Boxed,3 nm,FALSE,Intel Core Ultra 5 225 3.3 GHz 10-Core LGA1851,Intel,Intel Core Ultra 5,Intel Core Ultra 5,Arrow Lake,Arrow Lake,LGA 1851,DDR5,,2.7,4.4,,,,,,,,,,,,,,,
6,6,12,3.9,5.4,6,32,AMD Radeon,192,65,TRUE,FALSE,Boxed,4 nm,TRUE,AMD Ryzen 5 9600X 3.9 GHz 6-Core AM5,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 5,Granite Ridge,AM5,DDR5,AMD Ryzen・・｢ 5 9600X,,,,,,,,,,,6589140,,,,,,
8,8,16,3000,3700,4096,16384,None,,65,FALSE,TRUE,Boxed,14nm,TRUE,AMD Ryzen 7 1700,,,Ryzen 7 1st Gen,Zen,Summit Ridge,AM4,DDR4,,,,,0,768KB,,,,2,2017,,,,,,,
4,4,8,3.8,4.2,1,8,Intel HD Graphics P630,64,73,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E3 1275 V6 3.8 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Xeon E3,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,4,4.1,4,4,None,0,125,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX FX-4150 4 GHz 4-Core AM3+ OEM/Tray,AMD,AMD FX,AMD FX,Bulldozer,Zambezi,AM3+,,,,,,,,,,,,,,,,,,,
